id,text,label,label_text
7c353ca28c,So I love my mac but msn doesn`t work on it still,1,neutral
8b89deb1b6, That`s me set up for an exciting Sunday lol,2,positive
5271245703,cba with exams! 17 left!,1,neutral
a5a43edfbb,Is Bored. Waiting Till 7:06 To Go Out To Tha Bus,0,negative
4ead73f787, ooh which two books did you buy?,1,neutral
3a9ae63e38," Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff.",1,neutral
970c3c3d02,To bed I go   Nighty Night,1,neutral
c3e9d3f6a6," awesome, I`m glad you like it.  FYI - Platinum Notes 3.0 should be out as a free upgrade this summer",2,positive
1ff712af2c,Got the keys to my new flat - gorgeous weather for weekend - and i`m spending it 'PACKING',2,positive
7372afb42a, now my heart isnt cold  but im still missing you.,0,negative
e10a97ec7c," It`ll be worth the wait, I`m busting a gut here.",2,positive
f5f2a709ca, I like them. I mean I like what`s left of them.,2,positive
cd0f1242dd,  I`m not a big fan of Costa  I ended up going to EAT as they have one outside our office!,0,negative
e216faca02,hates the sound of silence..doesnt like being shut out..,0,negative
0addccf1b5,"humm.... I adore Mark #hoppusday ,so I`m just going to throw it out there #hoppusday....... have a nice #hoppusday people!!",2,positive
2a8c3e6b51,"Muffins: Muffins are delicious, Muffins are neat, I have no more muffins to eat.",1,neutral
973776b561, Sounds like you`re in for a great day!  Enjoy,2,positive
1d2d0e970c," It was a lot of stress, though, so with that and supporting two big families he never quit smoking and died of lung cancer at 51.",0,negative
7a613ba81b,4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,2,positive
d91bfe2e7b, Ok well from the pic i take it you do. Thats unlucky . Lmao,0,negative
50831b3f76,Nice sunny day,2,positive
39fe8f535f,"Missing my husband, but it was nice to wake up in my parents` house. The dogs are ecstatic",1,neutral
65d1a890e3, haha yay We love you too Mr. Shane Dawson,2,positive
aff624f133, thanx Tom  love u too !!!!!!!!!!!!!!!!!!!!!!! have a great day,2,positive
cc443795be,Sick  Right now very thankful for my chicken soup and my bed!,1,neutral
fd13a24d43, it does.,1,neutral
fa2f5557ac,_perfect I`m trying to self learn photoshop but it`s not going so well!,0,negative
0ca4eca526,Going to bed now...good night tweeters,2,positive
57d2d26a40, Meeeee! It sounds delicious,2,positive
8b1d88c1e2, now cash u kno I`m not a hater.....jus upset I don`t have my update yet,0,negative
07663e7e08,in a bad mood now  annoying when its sunny,0,negative
21d92d96ed, seems like working.. rofl - sadly money is not growing on a tree,0,negative
0483ab8b73,"OK dear tweeps, goodnight! I need 2 get up early 2 say Happy Mothers Day 2 wife n mom",2,positive
126aa22396,"has applied for OSAP yet again- God, I`m gonna owe major $$$ by the end of my academic career, this just ain`t right!!",0,negative
fbb9cc0147,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,1,neutral
30b8f1abed,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,2,positive
ef72821542,Wohoo! Going to see Eddie Izzard in December!,2,positive
1df1a1eba6,another rainy day,1,neutral
c736b32428,'i hear its wonderful in california.',2,positive
3781398398,curious if they fixed the window handle in our room in the meantime  #edc,1,neutral
fc04b84a90, so i`m screwed,0,negative
4e0b406c67, all good! Take a rest,2,positive
3d8fc11374,Watching Scrubs season 2. Oh I`m gonna miss that show,0,negative
d2c80ece15,baby alex i miss you  ily<3 good night</3,2,positive
a56496719d, --- has demi ever replied to you? Coz I haven`t got any...,1,neutral
17a133b354,"Hmm, no holga for me probably",1,neutral
94364c73f3," Wow, congrats Rosemary",2,positive
aca23709de,"Just watched the trailer for the new Sam Raimi movie, Drag me to Hell.  Looks interesting, but there was no humor in it.",1,neutral
8853a52a8b,In Paris till friday!!,1,neutral
f031e5bf82,ugh i wish this school year would go faster so i can move on in life,1,neutral
0f1b3f7caa,'i wanna go to prom one day   'i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy,2,positive
160dc44c04,"Which do you prefer? Hamdemic, Aporkalypse or Parmageddon?",1,neutral
88a638bf79, - You can do yiiiit!  Night,1,neutral
9c5b7929af,i have become my mothers slave.,0,negative
8877d4155b,The arrival of cargo Red G5 to Toronto has been postponed til tomorrow afternoon.  gonna miss my lil bro`s bday...he`s been waiting 4 me!,0,negative
d5b70e927f, Really?? I feel special,2,positive
457f918212,"cALL mE wiErD, bUt I jUs LuV rAiNy DaYs! MaKeS mE feeL sO waRm & cOzY iNsIdE  LoL",2,positive
454507235e,I cant watch anythgin till tonight,1,neutral
86dcc3161f,My baby is going to her first sleepover tonight   I`m gonna need a lot of wine to get me through today,1,neutral
b8f4bfe61a,trying to fix some weird query,0,negative
cf4968fc24,  she was sleep and then she woke up to check on me see if i was cold or hot i love my mom,2,positive
0fcb7c107c," Cool! I have one (from a decluttering friend), but I don`t know how to play",1,neutral
ea1dea9f05,Rainy Mondays... Is there a better day to work at home?? I am thankful!!,2,positive
06e35f8476, then maybe we should ask Him for a raise.,1,neutral
500403e684, No trips planned yet but I`ll let you know if there is,1,neutral
eae55ee415,SMH @ PPL WHO ONLY TWIT U UP ON FRIDAYS B/C U GOT 100+ FOLLOWERS AND THEY`RE STILL BANKING 15-20  #NOFAKERY,1,neutral
4cfae4e121,"_Kimbalicious Lol! I was just walking  I think its all the polish I used while cleaning earlier, its made the floor slippery!",1,neutral
87e4d6ee0f,reeeejuvinated  and bored as hell.,1,neutral
997f56248a,"bored, nothing to do",0,negative
a6226be905, Sounds nice! If you try the recipe you gotta tell me how it turned out!,2,positive
719b557575,last day of classes!!,1,neutral
c82d63fb78," i hope to, no promises  they all my kids and the dog at the moment, a couple of flowers too",2,positive
3dec28069e, i know  but the weather`s clearing and suppose to be nice sat and sun,2,positive
5bd3b92cf5,getting ready so i can go out,1,neutral
32485292ca,now accepting maid applications.  would be nice if you`d start first thing tomorrow - would make a wonderful Mother`s Day present!,2,positive
43112b250b, lol i`ll have to look on youtube later  thanks,2,positive
d613b282dd, The dayem computer  #twpp,1,neutral
aef792e76f,happy mother`s day!!!,2,positive
b8d4f53bb3,"Having some Coronas, and have a bad craving for Mexican pastries, but i`d have to go to Uptown to get some",0,negative
f651d6efda, Good morning to you. Hope you have a nice productive day,2,positive
a279d174ac,Eating a bagel  yummy,2,positive
8ea600eb9f,"Can`t sleep, just laying here in the dark",1,neutral
f41625a2bd, I don`t. I hope it takes them a good long while to recover.,2,positive
82171252c0,Last day of college today!,1,neutral
484f6ced55,terence cao over-dose  im fainting.,1,neutral
9925fc78b6,    Lmao Yes its on the 27th  I get so excited lol,2,positive
23a12ae226, Have a great weekend Mononoke  I may be tweeting from inside the movie theater either Monday or Tuesday  lol,2,positive
473841e6c4," no, but I will. It just seems such a cruel condition",0,negative
0f3c565ea7,There`s starwars day? ) OMG Rocio!,1,neutral
b2ca6221e6, Doing really well! I will stay here as long as is needed!  So you can definitely come and visit me!! Look forward too ...,2,positive
f335dbc0cb,nothin to do,1,neutral
e387566c3d, haha that photo is too funny! I hope he wasn`t disturbed by passengers too much during the flight,2,positive
6b0e529bc6,Got moommy somn special for mothers day,2,positive
9773fbe61a,i am talking on the phone!!!!!! to paul!!!,1,neutral
c6f6896ccd,"@_elj OK nice one, cheers boss.  Am liking the lack of FCS today.",2,positive
ee52a97126,  OOh but you soon get to meet the dung mice!!,1,neutral
ae03ffe8fe, haha. that`s awesome. good job,2,positive
ccc67bee0b,Chem final right now. Awwh mrs. Oli! Imma miss you!,0,negative
ab10537d35, oops I meant 19th  snowdaysss..,0,negative
e3678f6bad,Finally lost FM97,0,negative
8a9bc6092f,6th street was amazing this weekend!!! The wedding was fantastic.. but im really really tired at work from the long eventful weekend,1,neutral
a16aa7fcc4,happy mother`s day!!!     gr8 day,2,positive
6a00a3977c,Watched `The boy in the striped pj`s` the other day too..one of the best films I`ve ever seen.,2,positive
df54c5404a,Gotta buy some onesies for my besties lol ah Yea!  at the club having a grand ol time,2,positive
54a27df4e6,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,2,positive
45b9211b42, Thanks `Mckenzie`,2,positive
672e5cae20,I really want to go to milwaukee but my sis doesn`t want to  well she won`t tell me,0,negative
29667b76c1,am hungry agaaaaaaiiiin maaaam,0,negative
35c0018d61," thanks.mine wasn`t too bad. Made a card for my mom, had a nice nap, finished some work, wrote bills, I have a surprise for you",2,positive
95c909631f,i feel less than nothin`.. lower than zero..,0,negative
3892e11d23,  you may have to email the tech support ppl. that`s odd.,0,negative
59ecfedf99," Hey, where do you go last night?  Was expecting to see you @ On Broadway.",1,neutral
9fb3b62571,good morning people !! in good old germany is it soooo cold,2,positive
9abdd004ac, yeah i did  i remember it na....... i did watch it before ),1,neutral
20c1ddf005, it wont work in the uk,0,negative
9179d1c84f,Claude Debussy is my homeboy,1,neutral
fe98872319, I saw them a few on this tour a few months ago in Boston. So good! Glad you finally got to see them,2,positive
3776ec1e45," Ah so 15 months. I`m sure he is advanced, and it`s not you being biased  they seem to grow up faster these days - now I sound old!",1,neutral
86a88ddda0, ah same  how was oliver?? so anooyed i couldnt come. we are the only ones with twiiter  its great! x,1,neutral
7972133a6e,the whole day.,1,neutral
70dbe6a192,"*sigh* my  USB died on my this afternoon. R.I.P, you will be missed! I hadn`t even had the chance to parade you around yet",0,negative
06cde06003, OMG SO srry to hear that,0,negative
e6c4ddf4f9,looking for my self... be right back.,1,neutral
2405d026a0," mmm thanks, if u get too stoned and eat it thats cool",2,positive
8195593a93, FOR REAL!  Isn`**** exciting!!!!,2,positive
5721fa2f20, awesome. lemme see when you`re done.,2,positive
3a4ff44f1a, i will do that..,1,neutral
d11c476468, really??,1,neutral
619db8a90c,i got a bruise on my foot out if nowhere!  it hurts!,0,negative
1f46b69ece, If you mention this twitter group to your followers I would be very grateful,2,positive
0455e2c1e3,The last day of the last time I visit my parents as an unmarried woman  (85/21589) ( http://bit.ly/Mo0QN  ),1,neutral
dd26668ff8,Headed to drop my lil cuz off at the bus stop! Then its back to the bed to read my book!  relaXin on my day off.,2,positive
37f83bdfd5, oh yeah...haven`t seem that in ages!! got to watch that soon!! thanks for reminding me!!,2,positive
e3b5fc1632,"_The_BC well, in the end, everyone`s happy (most of the time)",2,positive
d3f0c48744,still page one on Google   still cant quite believe it   not spent a cent to get to page One..... Wow what next...Mmmmmm,1,neutral
6af9791a1f,"Good morning, everyone!",2,positive
8e278328df,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh,0,negative
92bb2fe635,"one of my favorite, most relaxing songs to wake up to: http://tinyurl.com/c8fr3e Good morning.",2,positive
03f8b22ee7,"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you ï¿½  :@",0,negative
1414efeca4,First ever dropped call on my mobile. On a call to  no less! ( being charged for data even though I have a data pack  ),0,negative
fec7fab22d,gotta get up in a few hours...booo  gooodnight!,1,neutral
910d626cd8,"Come on bell, RING. I want to go outside.",1,neutral
3e1f7acd3c, i don`t know what lender it was? yea these people definitely sucked butt toes. NOT friendly or helpful.,0,negative
5b34a814eb,"NIN App Gets Rejected by Apple, Reznor Threatens to go Jailbreak - always entertaining  http://viigo.im/sXB",0,negative
0262263a60, Same  also trying to get my house ready to sell... I can`t believe how much **** I own !,0,negative
34c02ddf3f, I like to support my friends  It`s sad that I`m your only friend though,0,negative
1b8d6973bc," Omedetou!! That`s truly exciting, but expected, news! Decisions decisions  Please let me know as soon as you `know`?",2,positive
40891aef0d,"Its friday and i`m sick, story of my life...",0,negative
d92f85fc21,FO SHOWWW,1,neutral
36a0d3f39e,just came back from a nice bike ride with her family and is now refreshed thanks to a shower,2,positive
d2da9db0e5,http://twitpic.com/4wjai - Joe`s the photographer of the family. Rehearsing is always fun. For the first couple of days it is at least.,2,positive
380c5a66f2,Have a slight headache,0,negative
6881c123ef, Yes! You do!,2,positive
487db10b49,Alexander Ovechkin is definitely my new favorite NHL player,2,positive
7b27e08bf1,  We forgive you and we have missed you!,1,neutral
2a045d5207,i miss our walks home together,0,negative
45e9599ec1, haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,1,neutral
826660a368,so this my last week of school then finals yesss,1,neutral
5008a2b348,Finished new moon! Woo! Now i want the next one...,2,positive
55e507edf7,im tweeting... this is so hard... i dont get it...,0,negative
9df7f02404,http://twitpic.com/4wc1y - Cracking myself more & more up..  PhootoBoothingisFunForBunny Volumen Eins!,2,positive
082abf7f5a,Aw .. the grillz in my background look like plaque ..,1,neutral
843e6777a9,  the construction lookd familar,1,neutral
b094214bd0,I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.,2,positive
66ab9d1f77,"Just an observation: Aside from the riverwalk, there are pretty much no cute girls in downtown sa",1,neutral
063a81606f,"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed",2,positive
884c40b9e1," ohh yeh , but he was on sexy men so its okay",1,neutral
98513876b2," Hey, look who`s on twitter   Very kewl",2,positive
21cf770e43,blahh i`m tired and i gotta go to the airport to pick my mom up! && im bored but on the upside im listening to the backstreet boys,0,negative
27444e87d9,says: 'Happy Mothers Day!',2,positive
3fcbbaf8a4, You`re not here. I hope you`re still resting.  I don`t want you to be stressed.,2,positive
bf8686c5cc,Going to IKEA with the roomie so she can shop for her apartment. IKEA is in like my top ten stores that I love,2,positive
900edb6651,Where is the sun!!,1,neutral
e591a91118, it wont work for me,0,negative
14b0aba820,wow what a lovely day! Shame i have to clean my room,1,neutral
03e46c1389,i just reading a magazine,1,neutral
27f2eba598,good night..have to get up so early tomorrow,2,positive
36553aa4b2, I`ll use that for my next defense.,1,neutral
f3a7921bf3, yeah! but too late  lol,0,negative
f598225c27," LOL she is okay, its just he songs are so catchy they get stuck in my head",2,positive
a4189bd0ff," Oh, awesome, I have Yahooo!  Good night, sleep tight, don`t let the bed bugs bite!",2,positive
4cb5e08f9f," Not allowed to call as I live in the UK, my parents say it will cost to much  Sucks !!",0,negative
6b74e03b6d, Oh I`ve got that one & the stp x step one on VHS. Tried connecting our video to harddrive to copy to DVD but didnt work,1,neutral
67c53eee3b,i wanna watch PCD concert dad,1,neutral
2814c8f7c4, its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame,0,negative
70d9baf8a3,"Man, Monday sucks. What I wouldn`t give to be a rich beach bum, diving in a tropical lagoon every day, eating fresh fruit and fish...ahhh",0,negative
0f54f2bb3d, it wont let me,1,neutral
4486f18f71,_Megan_**** Thats all i`ve seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha,0,negative
697300ea10,stopped working on the  image database awhile ago to help Greg with his term paper. Now chit chatting with Greg.,1,neutral
d13176b652,Boy is all graduated!  So proud of him!,2,positive
06b7da6593,Going to see star trek,1,neutral
aea9ac9ac6,"We actually have milestones due for 3 high profile projects in the next 2 weeks, & they are all scheduled when I am on vacation -",1,neutral
b67ca16512,i wanna be in michi with my moma!! Love you Mom,2,positive
e9eeef35ac, Thanks!,2,positive
f34fef4b9c,_carter the video is private,1,neutral
87d5c42884,Laying in bed with a book & some beautiful music.  thank you kaki & nicholas sparks.,2,positive
faac38cfe2, make up your mind,1,neutral
bc7cede054, I don`t have an invite  i might try Mr P Bale for an invite,1,neutral
6c994185ed, aww sorry to hear you are having a bad time. Remember: this too shall pass,0,negative
d36483db5a,"has just finished reading Twilight and thought it was ****...okay, it was alright...okay, i love it and really wanna read the next one",2,positive
76fa3be093," Not living, just trying to earn the grocery money.  I do enjoy eating at least once a day!",2,positive
bfdb6d1b53,It just occured to me..... tonight is Cheri`s Prom Night......I was suppose to go with her...... 970 miles makes that kind of difficult.,0,negative
0c3fcaf68b, ROFLMAO! I feel inspired to go start a huge bonfire now,2,positive
d2e16aee11,Morning...is anyone out there???,1,neutral
274e2e84ed, Warren has just died.. hannah has been killed.. and I`m gutted!!! I love warren (even if he is nasty!!),1,neutral
f82f2e75ab,happy mothers day! im gunna crawl up in a ball and act like i dont exist  lmfaoo,2,positive
6c4adf87ee,I didn`t get the job at Berry Line after all.,1,neutral
ce7fbf7516,Taking the day off and doing absolutely nothing    Studying begins on the morrow,1,neutral
d8b1d20151, SC2 will be released before D3  Hopefully!,2,positive
17c7b6239b,yEssss!!! goT ma TwiN oN LoCK!!!  weLcomE tWiiN,2,positive
43e06613b9,Happy Star Wars Day everyone!  Whats everyone up to this rainy bank holiday?  I am heading out soon for coffee with my mum then shopping,2,positive
a168d9d822, ugh... I know the economy is depressing...,0,negative
4739eb265a,  dude i will check again but i couldnt find anything  haha i am capital ****-E-D,0,negative
03e8d4538e," Oh, I`m jealous (how surprising)",1,neutral
2c8041e6ed," She must be able to tell we`re reprobates, despite your endorsement. She sounds pretty smart!",2,positive
7554ff6a38," haha no, I was referring to the band... http://www.myspace.com/lcdsoundsystem",1,neutral
cefe4ece48," yeah, I had a suspicion about that!! I think I`m going to come home and want to spend a ton of money on tools!",0,negative
81acf49030, Thanks! We`re almost there,2,positive
29a9e34b8f,Will miss my baby for 2 days,0,negative
70af6b6dc1,I just want  to Sleep.,1,neutral
9ee143d387,going to program now  haven`t programmed for a long time now,0,negative
d5129ddff9, mom said no.,1,neutral
ef2ab041f3,  Is there going to be any more TAI TV? Ah I hope so,1,neutral
aaccbfe221,"Every time I pay off my library fine, I get a new one.  I`m a bad patron",0,negative
444645d3e6, Hmm. Did you mean to start 'following' me? Oh and g`morning by the way!,2,positive
27db1a70ac, yes i did - as a thank you. have contacted them 2ce but no response,1,neutral
d2405740fd,"Baking experiment results: delicious, very sweet, very rich.  Almost too sweet.",2,positive
b03e80f1c0,Grounds himself from getting more toys...only cause I have officially ran out of room to place them,1,neutral
08c8cb401a, I don`t have any,1,neutral
c22ff98d0e, I`m just bustin` ya chops; it`s not bad. Never seen any real appeal to last.fm is all. Bad quality audio from **** artists,1,neutral
c4f56b7a27,"Love song for the night, 'Then' by Brad Paisley.  Happy Mother`s Day   Love & Light ~ Joy",2,positive
28b224abab,just when i get the music to start playing..i clicked 'home',1,neutral
67c2fe7e7d,"Ohhhh man  My mom got a bag of these caramel candy things, they`re soooo good. I`m going to get so fat off of them ;__;",2,positive
6015712a8c, As long as you take me with you,1,neutral
6d4a9efd40,This chair is not comfortable at all,0,negative
ba5fe2e423,The battle at Minas Tirith is still very impressive. Return of the Jedi is the best Lord of the Rings movie IMO.,2,positive
bb6b6968a5,back on the twit. much hw`s to do... will post something interesting when i think of it,1,neutral
fe66730405, unless you`re gretel killeen apparently. you did look pretty **** good,2,positive
7e4adc5a15,does anybody want to throw a baseball around with me?,1,neutral
ad21249e85, hehehe hello!!! how are you? good to see you on twitter!!,2,positive
9ca3b4e1c0, I want to call you but it would cost to much  But Maybe my parents will say okay =D,1,neutral
19efa0718c,"Ok, WTF?! Why do you have something on your menu *in the window* if you don`t sell it?! I wanted my bubble tea",0,negative
59905fe11c, although I know he would never be okay with a homebirth. Moot point since we`re done w/ babies,0,negative
97fd3a7274, no I wish. Just a van that comes round. We missed him,0,negative
b8ee4aadab, p.s. i heart your face,2,positive
3a716b7e49, always be your self and thing will go on without no problem and do you even try hard to be your self ... Just be ...and smile,2,positive
52083d8acd,Long night ahead.,0,negative
5e5884b4a6, Not been on for a while eh Barry lol.Tweet deck is like prehistoric lol,1,neutral
3a451a699d," yes, i found you! come to greenville. perfect weekend for pictures and no sidekick to go shooting with",2,positive
5dc6ddd476,I wish yesterday was Friday,2,positive
d87e30dadb,"Getting closer to logging in. My left hand is so swollen, I can`t wear my wedding ring. I keep forgetting and worrying that I lost it.",0,negative
5757307daf,"grr!  i hate being **** near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va",0,negative
22a467fe42,"I`m addicted to the Jonas Brothers` new single `Paranoid`! It`s awesome!! If you haven`t heard it already, go check it out!!",2,positive
a008d44b99,u ever have a friend that u just wonder why are we friends? i know what you get from me but i`m questioning what i`m getting from u.,1,neutral
d2d0eb28ef,"night out had 2 b put on hold 4 2 weeks coz i was so ill last nite, gutted! still had a nice nite tho  but whers the sun gone!",1,neutral
9578cd7fe3,Ok so Jeff looks like he has a black eye!!,1,neutral
21b23c75fc,"Finally picked up some handwraps, but struggling to wrap my stronger hand with the other! Defo should have got some a lot sooner though",0,negative
d4ea8257a6,Went to the hawksmoor last night and probably had the best  steak I`ve ever had,2,positive
0b0b53bd74,Mummy and Nathan not in today! On My Todd!,1,neutral
e118df9564, i just had pasta  from pizzahut.,1,neutral
412296c6c4,I`m in the Starbucks with a cup of coffee   http://yfrog.com/ehhmyj,1,neutral
cdd85e794f, so looking forward to your new album,2,positive
0965fcef2a,Omg. i love my parents i juss got a lavender camera as an early birthday present!!!,2,positive
9d740ca8d4," it`s the small things in life that count, like being on a blur photograph of google streetview..  keep following !!!",2,positive
440036ff74,_skies miss you too :`( it is!i never want to come home.....seriously,0,negative
f501022778, What do you mean by your portfolio is sad?  No luck here.  I`ve applied about 30 places so far.,0,negative
7c3c9b0009,Sleeping over my cousin`s house for the weekend. Bugzy,1,neutral
bcfd114092,happy momies day  http://bit.ly/Skqli,2,positive
ad9ed9c5e9,"mmm mmm mmm! tss tsss tss. LOL, having way too much fun being bored.  i miss him",1,neutral
4c9108bdbe,at work......thinking about the rest of my finals...summer almost here,1,neutral
88506140e9,"Gossip Fluffodile here. The latest? Mad night with Teg, Jack, Lou, Tess and Frey. Had a gender war. But I was v. sad for a friend also",0,negative
662815867d, - for all dad is doing like this to his son/daughter love,2,positive
c02bba4d36,Tooth ache...but still sipping lol at the fam. Partyyyy,1,neutral
3ba4b20516,I didn`t go to the gym today and I feel bad,0,negative
6ce917cf73,"Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I`m in the TN camp  #metaverseu",1,neutral
4172df9457, i am! lol its just i got used 2 talkin 2 ya..!,1,neutral
a646023619,ughhh. i think my plans are ruined. i was excited too.,1,neutral
21ceb02403," I love U2! Lol, I you ever need a slow but good audiobook Oliver Twist is a one I`ve been listening to lately.",2,positive
1e1f73642d,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!",0,negative
284f573954, me neither at first...but u gotta go thru somethin first to get there lmao...i almost burnt my house down and that set me str8,0,negative
52ef5b2c09,is at the salon with my mom  happy mothers day mom!,2,positive
0b401a5b19, whatï¿½s hot and new?,1,neutral
397d867c2d,My moms calling hospice 4 great gpa  its only a matter of time only God knows.,1,neutral
a1df314e27, lol sweet!!! ...i still have yet to watch the 4th movie  hope ur having a lovely weekend! happy mother`s day from aus! =P haha,2,positive
e68742dc7f,mommy coming home from vegas tonight! going to pick her up later in islip her plane doesnt get in until 10:40. KILLME. i want my mommy,0,negative
5c1b4196fb,_ that is not even a question. when/when is the question,1,neutral
bf0bbdcee6, Same to your mom too pril,2,positive
0c9f40d6b2,"_j 4ever, it was in she`s the man aswell  I love them now. I want gossip girl too! Have decided summer = spending lots.",2,positive
855178f7c4, That`s true  I never believe my staff when they call in sick on Mondays or Fridays - LOL!,1,neutral
91e1ef7c65," I kind of figured. He`d probably be unable to reason out why a lot of the things in manga happen, or the way they happen.",0,negative
a4b7684c38,you can learn a lot from another person.. dont try to out better oneself when its all about love and happiness  goodnight,2,positive
ed19b62679," I googled him & looked @ a lot of sites... I should have checked here first.  How Exciting, for you both",2,positive
740b7134af,"_ nothing new at all. lol. oh, i bitched alot today about one person in particular with rachel. Oh and I planned the ultimate event",1,neutral
e7de0750f9,oops! ignore last post  meant to be a direct message!,0,negative
70264681c5,the sunset view is SO beautiful from my room!,2,positive
09b36caf1b,live long and prosper !  lol star trek was the best!,2,positive
9846f47145," um that`s really scary, please be safe!  Btw ill be in orlando next week",0,negative
c5ec7691db,added 30 minutes to morning sleep by cutting out useless Today Show. Feels nice,2,positive
85040fe8e2,i looking at failure,1,neutral
b662a877e7, fell asleep with techno songs on shuffle. Loud.  Its been on for hours. Im too lazy to go turn it off. He has like 800,1,neutral
5206828c1e, ok thanks  do you like my new pic? http://twitpic.com/4jewc,2,positive
13da499580, Sweet! I`m a Jaycee one-letter-er I think. Just D!,2,positive
d0253fe4ae,wow its follow friday and i havent tweeted... Fail. And nobody has followed me today  dble fail. *suicide*,0,negative
7e6d76988f, how was your day ? boredom stuck my head,0,negative
224a0484d6," Thanks, I`m glad you liked it. It`s a flower made of diamonds",2,positive
8ddd7b906d,closeness or distance? closeness... but now everything seems so distant...,1,neutral
a2e23806f9,Pulled out the breakfast sausage for Mothers Day. Hopefully the baby sleeps in,2,positive
1fa78f1d03, sorry change of plans for me   :`( revision for monday exam in a park with one of my friends,0,negative
74c70e8289,I may have to take a trip in to the loft to get the fans down...its like being in spain!! Except without a pool to cool down in  xxxxxxxx,1,neutral
e879dd1e7f, Aww maybe i traumatized her.,0,negative
d0d314cdd7,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i`m a sucker for these really lol shh,2,positive
52e07ddeec, Happy Birthday  Hope you enjoyed us singing to you Wednesday <3,2,positive
3da251fc87,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,0,negative
9bd178a668, yeahh  idk if i like owen anymore though... i kinda lost respect for him in an episode i recorded...,0,negative
2427fdda4d,"  I wasn`t tryin to call you out, I just remember my dad ALWAYS had my **** late. He never got in trouble, I did.",0,negative
